video,class,scene,angle,behavior
NonViolence/Corridor/Top/Top16T11_NonViolence_118.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Top/CollarGrabbing/Top12T10_CollarGrabbing_009.mp4,PreViolence,Classroom,Top,CollarGrabbing
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_059.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Classroom/Center/Strangling/Center12T10_Strangling_022.mp4,Violence,Classroom,Center,Strangling
Violence/Corridor/Top/Hitting/Top16T11_Hitting_001.mp4,Violence,Corridor,Top,Hitting
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_037.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Classroom/Center/Hitting/Center12T10_Hitting_014.mp4,Violence,Classroom,Center,Hitting
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom12T10_StretchingArmsShoulders_013.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
PreViolence/Classroom/Bottom/Pointing/Bottom8T10_Pointing_014.mp4,PreViolence,Classroom,Bottom,Pointing
NonViolence/Classroom/Center/Center8T10_NonViolence_001.mp4,NonViolence,Classroom,Center,Center
Violence/Classroom/Top/Headlock/Top26T10_Headlock_024.mp4,Violence,Classroom,Top,Headlock
Violence/Corridor/Bottom/KneeStrike/Bottom9T11_KneeStrike_001.mp4,Violence,Corridor,Bottom,KneeStrike
PreViolence/Classroom/Top/ViolatingPersonalSpace/Top12T10_RestrictingVictimMovement_005.mp4,PreViolence,Classroom,Top,ViolatingPersonalSpace
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_030.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Classroom/Center/StretchingArmsShoulders/Center8T10_StretchingArmsShoulders_004.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
PreViolence/Corridor/Bottom/ViolatingPersonalSpace/Bottom9T11_ViolatingPersonalSpace_001.mp4,PreViolence,Corridor,Bottom,ViolatingPersonalSpace
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom12T10_RestrictingVictimMovement_024.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
Violence/Classroom/Bottom/StrikingWithObject/Bottom26T10_StrikingWithObject_005.mp4,Violence,Classroom,Bottom,StrikingWithObject
Violence/Classroom/Center/StrikingWithObject/Center26T10_StrikingWithObject_010.mp4,Violence,Classroom,Center,StrikingWithObject
Violence/Classroom/Top/Strangling/Top26T10_Strangling_026.mp4,Violence,Classroom,Top,Strangling
PreViolence/Classroom/Top/PunchingOnesOwnHand/Top8T10_PunchingOnesOwnHand_011.mp4,PreViolence,Classroom,Top,PunchingOnesOwnHand
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_018.mp4,PreViolence,Classroom,Center,Pointing
Violence/Classroom/Center/StrikingWithObject/Center12T10_StrikingWithObject_008.mp4,Violence,Classroom,Center,StrikingWithObject
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_020.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_017.mp4,PreViolence,Corridor,Bottom,Pointing
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_014.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Center/PunchingOnesOwnHand/Center8T10_PunchingOnesOwnHand_019.mov,PreViolence,Classroom,Center,PunchingOnesOwnHand
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_018.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_008.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_008.mp4,PreViolence,Classroom,Center,Pushing
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center8T10_RestrictingVictimMovement _013.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
PreViolence/Corridor/Bottom/Pointing/Bottom16T11_Pointing_007.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Classroom/Center/Strangling/Center12T10_Strangling_020.mp4,Violence,Classroom,Center,Strangling
NonViolence/Corridor/Top/Top9T11_NonViolence_049.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Bottom/StrikingWithObject/Bottom26T10_StrikingWithObject_013.mp4,Violence,Classroom,Bottom,StrikingWithObject
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom12T10_PunchingOnesOwnHand_001.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
PreViolence/Classroom/Center/StretchingArmsShoulders/Center12T10_StretchingArmsShoulders_003.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_031.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Corridor/Top/CollarGrabbing/Top9T11_CollarGrabbing_006.mp4,PreViolence,Corridor,Top,CollarGrabbing
Violence/Classroom/Top/Headlock/Top26T10_Headlock_035.mp4,Violence,Classroom,Top,Headlock
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_004.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom12T10_CollarGrabbing_001.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom12T10_KnuckleCracking_016.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom8T10_StretchingArmsShoulders_021.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
PreViolence/Corridor/Bottom/KnuckleCracking/Bottom9T11_KnuckleCracking_001.mp4,PreViolence,Corridor,Bottom,KnuckleCracking
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom8T10_KnuckleCracking_002.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
PreViolence/Classroom/Top/PunchingOnesOwnHand/Top12T10_PunchingOnesOwnHand_013.mp4,PreViolence,Classroom,Top,PunchingOnesOwnHand
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_110.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Corridor/Top/Top9T11_NonViolence_005.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Bottom/Hitting/Bottom9T11_Hitting_005.mp4,Violence,Corridor,Bottom,Hitting
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_011.mp4,PreViolence,Classroom,Center,Pushing
PreViolence/Classroom/Center/KnuckleCracking/Center12T10_KnuckleCracking_007.mp4,PreViolence,Classroom,Center,KnuckleCracking
PreViolence/Corridor/Top/Pushing/Top9T11_Pushing_011.mp4,PreViolence,Corridor,Top,Pushing
PreViolence/Classroom/Top/KnuckleCracking/Top8T10_KnuckleCracking_003.mp4,PreViolence,Classroom,Top,KnuckleCracking
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom12T10_PunchingOnesOwnHand_015.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
NonViolence/Corridor/Top/Top16T11_NonViolence_091.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Center/Headlock/Center26T10_Headlock_014.mp4,Violence,Classroom,Center,Headlock
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_052.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Corridor/Top/Top16T11_NonViolence_109.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Top/Headlock/Top26T10_Headlock_023.mp4,Violence,Classroom,Top,Headlock
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_020.mp4,Violence,Corridor,Bottom,Headlock
Violence/Classroom/Top/Kicking/Top26T10_Kicking_003.mp4,Violence,Classroom,Top,Kicking
Violence/Classroom/Top/KneeStrike/Top26T10_KneeStrike_009.mp4,Violence,Classroom,Top,KneeStrike
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_087.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_148.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Bottom/CollarGrabbing/Bottom8T10_CollarGrabbing_002.mp4,PreViolence,Classroom,Bottom,CollarGrabbing
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_017.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Classroom/Top/Hitting/Top12T10_Hitting_011.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_011.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Top/Headlock/Top26T10_Headlock_014.mp4,Violence,Classroom,Top,Headlock
NonViolence/Classroom/Center/Center7T10_NonViolence_006.mp4,NonViolence,Classroom,Center,Center
Violence/Classroom/Center/Strangling/Center12T10_Strangling_009.mp4,Violence,Classroom,Center,Strangling
NonViolence/Classroom/Top/Top12T10_NonViolence_001.mp4,NonViolence,Classroom,Top,Top
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_008.mp4,Violence,Corridor,Bottom,KneeStrike
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_083.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_018.mp4,Violence,Classroom,Bottom,Strangling
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_036.mp4,NonViolence,Classroom,Bottom,Bottom
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_121.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Corridor/Top/StretchingArmsShoulders/Top9T11_StretchingArmsShoulders_006.mp4,PreViolence,Corridor,Top,StretchingArmsShoulders
NonViolence/Corridor/Bottom/Bottom9T11_NonViolence_031.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_042.mp4,NonViolence,Classroom,Bottom,Bottom
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_010.mp4,NonViolence,Classroom,Bottom,Bottom
NonViolence/Corridor/Top/Top9T11_NonViolence_064.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Top/Top9T11_NonViolence_037.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_012.mp4,Violence,Classroom,Bottom,Strangling
PreViolence/Classroom/Center/StretchingArmsShoulders/Center12T10_StretchingArmsShoulders_021.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
NonViolence/Corridor/Bottom/Bottom9T11_NonViolence_003.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_044.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Classroom/Center/Strangling/Center12T10_Strangling_021.mp4,Violence,Classroom,Center,Strangling
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_017.mp4,NonViolence,Classroom,Bottom,Bottom
NonViolence/Corridor/Bottom/Bottom9T11_NonViolence_001.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_021.mp4,Violence,Corridor,Bottom,Headlock
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom12T10_KnuckleCracking_009.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_041.mp4,NonViolence,Corridor,Bottom,Bottom
Violence/Classroom/Center/Kicking/Center26T10_Kicking_009.mp4,Violence,Classroom,Center,Kicking
PreViolence/Classroom/Top/StretchingArmsShoulders/Top8T10_StretchingArmsShoulders_019.mp4,PreViolence,Classroom,Top,StretchingArmsShoulders
NonViolence/Corridor/Bottom/Bottom9T11_NonViolence_017.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Corridor/Bottom/CollarGrabbing/Bottom9T11_CollarGrabbing_005.mp4,PreViolence,Corridor,Bottom,CollarGrabbing
Violence/Corridor/Bottom/Kicking/Bottom9T11_Kicking_005.mp4,Violence,Corridor,Bottom,Kicking
Violence/Classroom/Center/Strangling/Center26T10_Strangling_023.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Bottom/PunchingOnesOwnHand/Bottom8T10_PunchingOnesOwnHand_018.mp4,PreViolence,Classroom,Bottom,PunchingOnesOwnHand
Violence/Classroom/Center/KneeStrike/Center26T10_KneeStrike_013.mp4,Violence,Classroom,Center,KneeStrike
Violence/Corridor/Bottom/Hitting/Bottom9T11_Hitting_011.mp4,Violence,Corridor,Bottom,Hitting
NonViolence/Corridor/Top/Top9T11_NonViolence_066.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Top/Top16T11_NonViolence_090.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Center/Headlock/Center26T10_Headlock_004.mp4,Violence,Classroom,Center,Headlock
PreViolence/Classroom/Center/PunchingOnesOwnHand/Center8T10_PunchingOnesOwnHand_016.mp4,PreViolence,Classroom,Center,PunchingOnesOwnHand
NonViolence/Classroom/Bottom/Bottom12T10_NonViolence_008.mp4,NonViolence,Classroom,Bottom,Bottom
NonViolence/Classroom/Center/Center7T10_NonViolence_044.mp4,NonViolence,Classroom,Center,Center
PreViolence/Classroom/Top/PunchingOnesOwnHand/Top8T10_PunchingOnesOwnHand_009.mp4,PreViolence,Classroom,Top,PunchingOnesOwnHand
PreViolence/Corridor/Bottom/KnuckleCracking/Bottom9T11_KnuckleCracking_002.mp4,PreViolence,Corridor,Bottom,KnuckleCracking
PreViolence/Corridor/Bottom/CollarGrabbing/Bottom9T11_CollarGrabbing_007.mp4,PreViolence,Corridor,Bottom,CollarGrabbing
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center8T10_RestrictingVictimMovement _005.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom12T10_KnuckleCracking_019.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_024.mp4,Violence,Classroom,Bottom,Strangling
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_043.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Corridor/Top/ViolatingPersonalSpace/Top9T11_RestrictingVictimMovement_010.mp4,PreViolence,Corridor,Top,ViolatingPersonalSpace
Violence/Classroom/Bottom/StrikingWithObject/Bottom26T10_StrikingWithObject_017.mp4,Violence,Classroom,Bottom,StrikingWithObject
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center12T10_RestrictingVictimMovement_016.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_116.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_038.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Classroom/Center/Strangling/Center12T10_Strangling_008.mp4,Violence,Classroom,Center,Strangling
PreViolence/Classroom/Center/ViolatingPersonalSpace/Center8T10_RestrictingVictimMovement _001.mp4,PreViolence,Classroom,Center,ViolatingPersonalSpace
Violence/Corridor/Top/Headlock/Top16T11_Headlock_012.mp4,Violence,Corridor,Top,Headlock
NonViolence/Corridor/Top/Top16T11_NonViolence_080.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_078.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_006.mp4,PreViolence,Corridor,Bottom,Pointing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_017.mp4,Violence,Corridor,Bottom,KneeStrike
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_016.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Bottom/Strangling/Bottom12T10_Strangling_002.mp4,Violence,Classroom,Bottom,Strangling
NonViolence/Classroom/Top/Top26T10_NonViolence_003.mp4,NonViolence,Classroom,Top,Top
PreViolence/Classroom/Bottom/Pushing/Bottom12T10_Pushing_007.mp4,PreViolence,Classroom,Bottom,Pushing
Violence/Classroom/Top/Hitting/Top12T10_Hitting_003.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_017.mp4,PreViolence,Classroom,Center,CollarGrabbing
PreViolence/Classroom/Top/CollarGrabbing/Top8T10_CollarGrabbing_002.mp4,PreViolence,Classroom,Top,CollarGrabbing
NonViolence/Corridor/Top/Top9T11_NonViolence_015.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Center/Strangling/Center26T10_Strangling_009.mp4,Violence,Classroom,Center,Strangling
PreViolence/Corridor/Bottom/Pointing/Bottom9T11_Pointing_012.mp4,PreViolence,Corridor,Bottom,Pointing
NonViolence/Corridor/Top/Top16T11_NonViolence_004.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Center/Hitting/Center12T10_Hitting_011.mp4,Violence,Classroom,Center,Hitting
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_013.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Classroom/Bottom/KnuckleCracking/Bottom8T10_KnuckleCracking_011.mp4,PreViolence,Classroom,Bottom,KnuckleCracking
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom12T10_RestrictingVictimMovement_013.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
Violence/Corridor/Bottom/StrikingWithObject/Bottom16T11_StrikingWithObject_003.mp4,Violence,Corridor,Bottom,StrikingWithObject
PreViolence/Classroom/Center/CollarGrabbing/Center8T10_CollarGrabbing_015.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Top/Hitting/Top12T10_Hitting_014.mp4,Violence,Classroom,Top,Hitting
NonViolence/Corridor/Top/Top9T11_NonViolence_043.mp4,NonViolence,Corridor,Top,Top
PreViolence/Classroom/Center/StretchingArmsShoulders/Center8T10_StretchingArmsShoulders_014.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
PreViolence/Classroom/Top/ViolatingPersonalSpace/Top12T10_RestrictingVictimMovement_011.mp4,PreViolence,Classroom,Top,ViolatingPersonalSpace
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom8T10_StretchingArmsShoulders_015.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_019.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Bottom/StrikingWithObject/Bottom16T11_StrikingWithObject_008.mp4,Violence,Corridor,Bottom,StrikingWithObject
PreViolence/Classroom/Center/StretchingArmsShoulders/Center8T10_StretchingArmsShoulders_002.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
NonViolence/Classroom/Top/Top26T10_NonViolence_036.mp4,NonViolence,Classroom,Top,Top
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_010.mp4,Violence,Corridor,Bottom,Strangling
NonViolence/Classroom/Bottom/Bottom7T10_NonViolence_045.mp4,NonViolence,Classroom,Bottom,Bottom
Violence/Corridor/Bottom/Headlock/Bottom9T11_Headlock_024.mp4,Violence,Corridor,Bottom,Headlock
NonViolence/Classroom/Center/Center26T10_NonViolence_008.mp4,NonViolence,Classroom,Center,Center
Violence/Classroom/Top/Hitting/Top26T10_Hitting_031.mp4,Violence,Classroom,Top,Hitting
PreViolence/Classroom/Center/Pushing/Center12T10_Pushing_013.mp4,PreViolence,Classroom,Center,Pushing
PreViolence/Classroom/Center/KnuckleCracking/Center12T10_KnuckleCracking_001.mp4,PreViolence,Classroom,Center,KnuckleCracking
NonViolence/Classroom/Center/Center26T10_NonViolence_016.mp4,NonViolence,Classroom,Center,Center
PreViolence/Classroom/Bottom/StretchingArmsShoulders/Bottom12T10_StretchingArmsShoulders_007.mp4,PreViolence,Classroom,Bottom,StretchingArmsShoulders
NonViolence/Corridor/Top/Top16T11_NonViolence_048.mp4,NonViolence,Corridor,Top,Top
PreViolence/Corridor/Top/ViolatingPersonalSpace/Top9T11_RestrictingVictimMovement_003.mp4,PreViolence,Corridor,Top,ViolatingPersonalSpace
PreViolence/Classroom/Center/StretchingArmsShoulders/Center8T10_StretchingArmsShoulders_015.mp4,PreViolence,Classroom,Center,StretchingArmsShoulders
PreViolence/Classroom/Top/StretchingArmsShoulders/Top8T10_StretchingArmsShoulders_020.mp4,PreViolence,Classroom,Top,StretchingArmsShoulders
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_004.mp4,Violence,Classroom,Bottom,Strangling
Violence/Classroom/Center/Headlock/Center26T10_Headlock_005.mp4,Violence,Classroom,Center,Headlock
Violence/Corridor/Bottom/Headlock/Bottom16T11_Headlock_006.mp4,Violence,Corridor,Bottom,Headlock
PreViolence/Classroom/Center/Pushing/Center8T10_Pushing_005.mp4,PreViolence,Classroom,Center,Pushing
PreViolence/Classroom/Top/ViolatingPersonalSpace/Top12T10_RestrictingVictimMovement_010.mp4,PreViolence,Classroom,Top,ViolatingPersonalSpace
Violence/Classroom/Center/Kicking/Center26T10_Kicking_003.mp4,Violence,Classroom,Center,Kicking
NonViolence/Classroom/Center/Center8T10_NonViolence_009.mp4,NonViolence,Classroom,Center,Center
Violence/Classroom/Top/Kicking/Top12T10_Kicking_002.mp4,Violence,Classroom,Top,Kicking
Violence/Corridor/Top/Headlock/Top9T11_Headlock_023.mp4,Violence,Corridor,Top,Headlock
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_018.mp4,Violence,Corridor,Bottom,KneeStrike
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_002.mp4,Violence,Classroom,Bottom,Hitting
NonViolence/Corridor/Top/Top16T11_NonViolence_025.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Bottom/Strangling/Bottom9T11_Strangling_014.mp4,Violence,Corridor,Bottom,Strangling
NonViolence/Corridor/Top/Top16T11_NonViolence_059.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_029.mp4,Violence,Classroom,Bottom,Hitting
PreViolence/Classroom/Bottom/ViolatingPersonalSpace/Bottom8T10_RestrictingVictimMovement _002.mp4,PreViolence,Classroom,Bottom,ViolatingPersonalSpace
PreViolence/Corridor/Top/ViolatingPersonalSpace/Top9T11_RestrictingVictimMovement_008.mp4,PreViolence,Corridor,Top,ViolatingPersonalSpace
Violence/Corridor/Top/Kicking/Top16T11_Kicking_005.mp4,Violence,Corridor,Top,Kicking
Violence/Classroom/Bottom/Hitting/Bottom26T10_Hitting_011.mp4,Violence,Classroom,Bottom,Hitting
Violence/Classroom/Top/Hitting/Top26T10_Hitting_017.mp4,Violence,Classroom,Top,Hitting
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_042.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Center/PunchingOnesOwnHand/Center12T10_PunchingOnesOwnHand_007.mp4,PreViolence,Classroom,Center,PunchingOnesOwnHand
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_155.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Center/KnuckleCracking/Center12T10_KnuckleCracking_005.mp4,PreViolence,Classroom,Center,KnuckleCracking
Violence/Classroom/Center/StrikingWithObject/Center12T10_StrikingWithObject_010.mp4,Violence,Classroom,Center,StrikingWithObject
Violence/Corridor/Bottom/KneeStrike/Bottom9T11_KneeStrike_004.mp4,Violence,Corridor,Bottom,KneeStrike
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_035.mp4,NonViolence,Corridor,Bottom,Bottom
NonViolence/Classroom/Bottom/Bottom26T10_NonViolence_042.mp4,NonViolence,Classroom,Bottom,Bottom
PreViolence/Corridor/Bottom/Pushing/Bottom9T11_Pushing_018.mp4,PreViolence,Corridor,Bottom,Pushing
PreViolence/Classroom/Top/StretchingArmsShoulders/Top8T10_StretchingArmsShoulders_021.mp4,PreViolence,Classroom,Top,StretchingArmsShoulders
PreViolence/Classroom/Center/CollarGrabbing/Center12T10_CollarGrabbing_006.mp4,PreViolence,Classroom,Center,CollarGrabbing
Violence/Classroom/Top/Kicking/Top26T10_Kicking_002.mp4,Violence,Classroom,Top,Kicking
Violence/Classroom/Center/Headlock/Center12T10_Headlock_001.mp4,Violence,Classroom,Center,Headlock
NonViolence/Classroom/Center/Center7T10_NonViolence_014.mp4,NonViolence,Classroom,Center,Center
Violence/Corridor/Top/Headlock/Top16T11_Headlock_010.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_037.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Top/Kicking/Top26T10_Kicking_010.mp4,Violence,Classroom,Top,Kicking
Violence/Classroom/Center/Headlock/Center26T10_Headlock_013.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Top/Kicking/Top26T10_Kicking_016.mp4,Violence,Classroom,Top,Kicking
NonViolence/Corridor/Top/Top9T11_NonViolence_022.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Top/Top16T11_NonViolence_130.mp4,NonViolence,Corridor,Top,Top
Violence/Corridor/Top/KneeStrike/Top16T11_KneeStrike_002.mp4,Violence,Corridor,Top,KneeStrike
Violence/Classroom/Center/StrikingWithObject/Center12T10_StrikingWithObject_009.mp4,Violence,Classroom,Center,StrikingWithObject
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_005.mp4,Violence,Corridor,Bottom,KneeStrike
PreViolence/Classroom/Top/Pointing/Top8T10_Pointing_001.mp4,PreViolence,Classroom,Top,Pointing
Violence/Corridor/Bottom/KneeStrike/Bottom16T11_KneeStrike_012.mp4,Violence,Corridor,Bottom,KneeStrike
Violence/Corridor/Top/PhysicalStruggle/Top16T11_PhysicalStruggle_004.mp4,Violence,Corridor,Top,PhysicalStruggle
NonViolence/Classroom/Center/Center7T10_NonViolence_040.mp4,NonViolence,Classroom,Center,Center
Violence/Classroom/Top/Strangling/Top26T10_Strangling_013.mp4,Violence,Classroom,Top,Strangling
NonViolence/Corridor/Bottom/Bottom16T11_NonViolence_009.mp4,NonViolence,Corridor,Bottom,Bottom
PreViolence/Classroom/Center/KnuckleCracking/Center8T10_KnuckleCracking_008.mov,PreViolence,Classroom,Center,KnuckleCracking
PreViolence/Classroom/Top/Pushing/Top8T10_Pushing_011.mp4,PreViolence,Classroom,Top,Pushing
NonViolence/Corridor/Top/Top9T11_NonViolence_082.mp4,NonViolence,Corridor,Top,Top
NonViolence/Corridor/Top/Top9T11_NonViolence_051.mp4,NonViolence,Corridor,Top,Top
Violence/Classroom/Top/Headlock/Top26T10_Headlock_013.mp4,Violence,Classroom,Top,Headlock
Violence/Classroom/Center/Headlock/Center12T10_Headlock_007.mp4,Violence,Classroom,Center,Headlock
PreViolence/Classroom/Center/Pointing/Center8T10_Pointing_021.mp4,PreViolence,Classroom,Center,Pointing
Violence/Corridor/Top/Strangling/Top16T11_Strangling_006.mp4,Violence,Corridor,Top,Strangling
PreViolence/Classroom/Center/Pushing/Center12T10_Pushing_005.mp4,PreViolence,Classroom,Center,Pushing
Violence/Corridor/Bottom/Kicking/Bottom9T11_Kicking_010.mp4,Violence,Corridor,Bottom,Kicking
Violence/Corridor/Top/Headlock/Top16T11_Headlock_011.mp4,Violence,Corridor,Top,Headlock
Violence/Classroom/Center/Headlock/Center12T10_Headlock_019.mp4,Violence,Classroom,Center,Headlock
Violence/Classroom/Top/Strangling/Top26T10_Strangling_047.mp4,Violence,Classroom,Top,Strangling
Violence/Classroom/Bottom/Strangling/Bottom26T10_Strangling_030.mp4,Violence,Classroom,Bottom,Strangling
